framework,iteration,reward_mean,reward_std,reward_rolling
eqmarl,1479,23.3,1.9519221295943139,24.04
eqmarl,1480,23.8,2.521904042583698,23.87
eqmarl,1481,23.6,2.4979991993593593,23.87
eqmarl,1482,23.4,1.7435595774162695,23.86
eqmarl,1483,24.5,2.7294688127912363,23.98
eqmarl,1484,23.5,2.7658633371878665,23.84
eqmarl,1485,24.2,2.1354156504062622,23.730000000000004
eqmarl,1486,23.9,1.8138357147217055,23.800000000000004
eqmarl,1487,23.2,2.3579652245103193,23.79
eqmarl,1488,24.4,2.33238075793812,23.78
eqmarl,1489,25.5,2.3345235059857505,24.000000000000004
eqmarl,1490,23.4,2.4166091947189146,23.96
eqmarl,1491,23.6,1.8,23.96
eqmarl,1492,24.0,2.3664319132398464,24.020000000000003
eqmarl,1493,24.3,1.846618531261939,24.0
eqmarl,1494,25.2,2.6,24.169999999999998
eqmarl,1495,22.7,2.72213151776324,24.020000000000003
eqmarl,1496,25.0,1.9493588689617927,24.130000000000003
eqmarl,1497,23.4,1.2806248474865698,24.150000000000002
eqmarl,1498,23.8,2.227105745132009,24.09
eqmarl,1499,24.0,2.449489742783178,23.939999999999998
eqmarl,1500,23.4,1.3564659966250536,23.94
eqmarl,1501,23.8,2.481934729198171,23.96
eqmarl,1502,24.4,2.2891046284519194,24.000000000000004
eqmarl,1503,23.9,1.8681541692269406,23.96
eqmarl,1504,23.7,1.4177446878757824,23.810000000000002
eqmarl,1505,23.2,3.2186953878862163,23.860000000000003
eqmarl,1506,24.9,2.022374841615669,23.85
eqmarl,1507,24.0,2.1447610589527217,23.910000000000004
eqmarl,1508,25.2,1.4696938456699067,24.05
eqmarl,1509,23.7,2.3685438564654024,24.020000000000003
eqmarl,1510,24.2,1.9390719429665317,24.1
eqmarl,1511,24.3,1.7916472867168918,24.15
eqmarl,1512,23.4,2.1999999999999997,24.05
eqmarl,1513,23.6,2.4576411454889016,24.02
eqmarl,1514,22.6,2.6907248094147422,23.910000000000004
eqmarl,1515,24.7,2.9,24.06
eqmarl,1516,24.8,2.3579652245103193,24.05
eqmarl,1517,24.3,2.1,24.080000000000002
eqmarl,1518,23.9,2.118962010041709,23.950000000000003
eqmarl,1519,23.0,1.4142135623730951,23.880000000000003
eqmarl,1520,24.1,3.4770677301427426,23.870000000000005
eqmarl,1521,24.2,1.98997487421324,23.86
eqmarl,1522,24.9,2.2113344387495983,24.010000000000005
eqmarl,1523,23.7,2.1,24.020000000000007
eqmarl,1524,23.7,3.2572994949804666,24.130000000000003
eqmarl,1525,24.8,2.0396078054371136,24.140000000000004
eqmarl,1526,23.1,1.7578395831246947,23.970000000000002
eqmarl,1527,24.7,2.3259406699226015,24.009999999999998
eqmarl,1528,23.3,2.147091055358389,23.950000000000003
eqmarl,1529,22.7,3.2264531609803355,23.919999999999998
eqmarl,1530,23.9,1.8138357147217055,23.900000000000002
eqmarl,1531,24.8,2.3579652245103193,23.96
eqmarl,1532,24.0,1.7888543819998317,23.870000000000005
eqmarl,1533,25.1,2.4269322199023193,24.01
eqmarl,1534,22.5,1.8027756377319946,23.890000000000004
eqmarl,1535,25.7,1.9000000000000001,23.980000000000004
eqmarl,1536,25.3,3.318132004607412,24.200000000000003
eqmarl,1537,25.4,1.3564659966250536,24.270000000000003
eqmarl,1538,24.7,1.7916472867168918,24.41
eqmarl,1539,26.3,2.451530134426253,24.77
eqmarl,1540,24.7,2.968164415931166,24.849999999999998
eqmarl,1541,23.9,1.8681541692269403,24.759999999999998
eqmarl,1542,23.8,2.9257477676655586,24.74
eqmarl,1543,23.8,1.8330302779823362,24.61
eqmarl,1544,24.4,2.2891046284519194,24.8
eqmarl,1545,25.3,1.9000000000000001,24.760000000000005
eqmarl,1546,24.3,1.4866068747318506,24.660000000000004
eqmarl,1547,24.7,1.8466185312619388,24.590000000000003
eqmarl,1548,24.2,1.9899748742132397,24.54
eqmarl,1549,25.3,1.676305461424021,24.439999999999998
eqmarl,1550,25.3,2.0518284528683193,24.5
eqmarl,1551,22.4,2.6532998322843198,24.35
eqmarl,1552,22.5,3.3241540277189325,24.220000000000002
eqmarl,1553,23.9,2.4269322199023193,24.23
eqmarl,1554,24.6,2.6153393661244038,24.250000000000004
eqmarl,1555,24.2,3.1559467676119,24.140000000000008
eqmarl,1556,23.5,1.9621416870348585,24.060000000000002
eqmarl,1557,23.9,2.879236009777594,23.980000000000004
eqmarl,1558,24.7,2.794637722496424,24.03
eqmarl,1559,24.4,1.8000000000000003,23.94
eqmarl,1560,23.9,2.6248809496813377,23.8
eqmarl,1561,22.6,2.33238075793812,23.820000000000004
eqmarl,1562,25.5,2.4186773244895647,24.120000000000005
eqmarl,1563,23.4,2.2449944320643644,24.070000000000004
eqmarl,1564,23.1,2.6999999999999997,23.92
eqmarl,1565,24.5,2.539685019840059,23.95
eqmarl,1566,24.3,1.676305461424021,24.03
eqmarl,1567,24.3,2.9,24.07
eqmarl,1568,25.2,2.85657137141714,24.12
eqmarl,1569,24.2,2.0396078054371136,24.1
eqmarl,1570,24.4,2.4576411454889016,24.150000000000002
eqmarl,1571,24.4,2.244994432064365,24.330000000000005
eqmarl,1572,23.9,3.4190641994557516,24.17
eqmarl,1573,23.7,3.2264531609803355,24.200000000000003
eqmarl,1574,24.4,2.1071307505705477,24.330000000000002
eqmarl,1575,21.8,1.6,24.060000000000002
eqmarl,1576,23.8,1.8867962264113207,24.01
eqmarl,1577,23.1,2.8089143810376282,23.889999999999997
eqmarl,1578,23.5,1.6881943016134133,23.72
eqmarl,1579,24.1,1.972308292331602,23.71
eqmarl,1580,23.2,2.0396078054371136,23.590000000000003
eqmarl,1581,23.4,3.1685959035509716,23.490000000000002
eqmarl,1582,24.8,2.3579652245103193,23.580000000000002
eqmarl,1583,23.8,2.6,23.59
eqmarl,1584,24.0,3.0,23.549999999999997
eqmarl,1585,24.0,2.6076809620810595,23.770000000000003
eqmarl,1586,23.2,2.6,23.71
eqmarl,1587,23.9,1.8681541692269406,23.79
eqmarl,1588,24.2,1.9390719429665315,23.860000000000007
eqmarl,1589,23.7,2.6476404589747453,23.820000000000004
eqmarl,1590,23.8,1.7204650534085253,23.880000000000003
eqmarl,1591,24.5,2.3345235059857505,23.990000000000002
eqmarl,1592,24.1,3.047950130825634,23.92
eqmarl,1593,23.4,3.583294573433783,23.88
eqmarl,1594,23.2,2.4,23.800000000000004
eqmarl,1595,24.7,2.3259406699226015,23.87
eqmarl,1596,24.5,2.8372521918222215,24.0
eqmarl,1597,23.9,2.662705391138869,24.0
eqmarl,1598,22.1,1.9723082923316015,23.79
eqmarl,1599,23.1,3.3600595232822887,23.73
eqmarl,1600,22.6,1.9078784028338913,23.610000000000003
eqmarl,1601,24.1,1.8681541692269403,23.570000000000004
eqmarl,1602,24.2,2.3579652245103193,23.580000000000005
eqmarl,1603,24.0,2.280350850198276,23.64
eqmarl,1604,24.4,3.1368774282716245,23.76
eqmarl,1605,22.3,2.6095976701399777,23.520000000000003
eqmarl,1606,24.1,3.0805843601498726,23.48
eqmarl,1607,24.5,2.0615528128088303,23.540000000000003
eqmarl,1608,24.0,2.7202941017470885,23.729999999999997
eqmarl,1609,23.5,2.7658633371878665,23.770000000000003
eqmarl,1610,23.8,2.08806130178211,23.890000000000004
eqmarl,1611,23.7,3.0675723300355937,23.85
eqmarl,1612,22.7,2.7946377224964243,23.7
eqmarl,1613,23.6,2.690724809414742,23.66
eqmarl,1614,24.2,3.1874754901018454,23.64
eqmarl,1615,22.9,2.8089143810376282,23.700000000000003
eqmarl,1616,23.2,2.85657137141714,23.61
eqmarl,1617,23.5,2.539685019840059,23.509999999999998
eqmarl,1618,23.6,2.835489375751565,23.470000000000002
eqmarl,1619,22.8,3.0594117081556713,23.400000000000002
eqmarl,1620,22.5,2.9068883707497264,23.270000000000003
eqmarl,1621,23.2,2.1354156504062622,23.220000000000002
eqmarl,1622,24.6,2.457641145488901,23.410000000000004
eqmarl,1623,24.5,2.4596747752497685,23.5
eqmarl,1624,24.7,2.5317977802344327,23.55
eqmarl,1625,25.0,2.6832815729997477,23.759999999999998
eqmarl,1626,24.8,1.7776388834631176,23.92
eqmarl,1627,23.5,2.692582403567252,23.92
eqmarl,1628,23.0,2.5298221281347035,23.860000000000007
eqmarl,1629,23.7,1.8466185312619388,23.950000000000003
eqmarl,1630,24.6,1.6852299546352716,24.160000000000004
eqmarl,1631,23.1,2.256102834535695,24.150000000000002
eqmarl,1632,25.0,2.1908902300206643,24.19
eqmarl,1633,24.7,2.193171219946131,24.21
eqmarl,1634,23.4,2.5377155080899043,24.08
eqmarl,1635,24.0,2.32379000772445,23.980000000000004
eqmarl,1636,25.3,2.72213151776324,24.03
eqmarl,1637,23.9,1.57797338380595,24.07
eqmarl,1638,23.7,2.238302928559939,24.140000000000004
eqmarl,1639,24.4,2.6153393661244038,24.210000000000004
eqmarl,1640,23.8,3.0919249667480613,24.130000000000003
eqmarl,1641,24.0,2.6832815729997477,24.220000000000006
eqmarl,1642,23.5,2.3345235059857505,24.070000000000007
eqmarl,1643,23.5,2.0615528128088303,23.950000000000003
eqmarl,1644,22.8,3.280243893371345,23.890000000000008
eqmarl,1645,24.2,2.891366458960192,23.910000000000004
eqmarl,1646,22.4,2.497999199359359,23.62
eqmarl,1647,23.6,2.835489375751565,23.59
eqmarl,1648,23.3,3.195309061734091,23.549999999999997
eqmarl,1649,23.2,1.9390719429665315,23.43
eqmarl,1650,24.4,2.835489375751565,23.49
eqmarl,1651,24.7,2.6476404589747453,23.56
eqmarl,1652,24.4,2.6532998322843198,23.650000000000002
eqmarl,1653,23.0,1.8439088914585775,23.6
eqmarl,1654,25.5,2.539685019840059,23.870000000000005
eqmarl,1655,22.5,1.9621416870348585,23.700000000000003
eqmarl,1656,21.9,2.808914381037628,23.650000000000002
eqmarl,1657,24.0,2.4083189157584592,23.690000000000005
eqmarl,1658,22.3,2.5317977802344327,23.590000000000007
eqmarl,1659,23.9,2.6248809496813377,23.66
eqmarl,1660,22.0,3.0983866769659336,23.42
eqmarl,1661,22.9,2.4269322199023193,23.24
eqmarl,1662,22.7,2.491987158875423,23.07
eqmarl,1663,23.5,2.5,23.12
eqmarl,1664,23.3,1.004987562112089,22.9
eqmarl,1665,23.4,2.727636339397171,22.99
eqmarl,1666,22.9,1.5132745950421556,23.09
eqmarl,1667,22.6,2.5768197453450252,22.95
eqmarl,1668,24.7,3.8742741255621036,23.19
eqmarl,1669,23.0,2.6076809620810595,23.1
eqmarl,1670,24.1,2.0223748416156684,23.310000000000002
eqmarl,1671,23.3,2.238302928559939,23.35
eqmarl,1672,23.7,3.579106033634656,23.45
eqmarl,1673,23.5,1.91049731745428,23.450000000000006
eqmarl,1674,24.6,3.6386810797320503,23.580000000000005
eqmarl,1675,24.4,1.42828568570857,23.680000000000007
eqmarl,1676,23.7,2.4103941586387903,23.760000000000005
eqmarl,1677,24.6,2.416609194718914,23.960000000000004
eqmarl,1678,23.5,2.539685019840059,23.840000000000003
eqmarl,1679,24.9,2.0223748416156684,24.03
eqmarl,1680,24.2,2.9597297173897488,24.040000000000006
eqmarl,1681,22.6,3.6386810797320503,23.97000000000001
eqmarl,1682,23.4,1.8000000000000003,23.940000000000005
eqmarl,1683,24.9,0.8306623862918074,24.080000000000005
eqmarl,1684,23.2,2.1354156504062622,23.940000000000005
eqmarl,1685,24.0,2.7202941017470885,23.9
eqmarl,1686,24.9,2.5079872407968904,24.020000000000003
eqmarl,1687,25.3,2.7946377224964243,24.090000000000003
eqmarl,1688,23.3,1.345362404707371,24.07
eqmarl,1689,23.7,1.9000000000000001,23.95
eqmarl,1690,25.1,1.9209372712298545,24.040000000000006
eqmarl,1691,25.3,1.9000000000000001,24.310000000000002
eqmarl,1692,23.7,2.9,24.340000000000003
eqmarl,1693,25.6,2.4576411454889016,24.410000000000004
eqmarl,1694,25.0,2.6076809620810595,24.590000000000003
eqmarl,1695,24.2,1.98997487421324,24.610000000000007
eqmarl,1696,23.6,2.1540659228538015,24.480000000000004
eqmarl,1697,23.9,2.3430749027719964,24.340000000000003
eqmarl,1698,23.0,1.4142135623730951,24.310000000000002
eqmarl,1699,24.3,1.7916472867168916,24.370000000000005
eqmarl,1700,25.0,1.2649110640673518,24.360000000000003
eqmarl,1701,23.0,2.7202941017470885,24.130000000000003
eqmarl,1702,23.5,2.4596747752497685,24.110000000000003
eqmarl,1703,23.1,1.2206555615733703,23.86
eqmarl,1704,24.5,4.031128874149275,23.81
eqmarl,1705,22.0,3.8987177379235853,23.59
eqmarl,1706,23.7,2.5709920264364885,23.6
eqmarl,1707,23.4,3.0397368307141326,23.55
eqmarl,1708,25.1,1.8681541692269403,23.76
eqmarl,1709,24.3,3.4365680554879168,23.76
eqmarl,1710,23.3,1.7349351572897471,23.590000000000003
eqmarl,1711,24.5,2.202271554554524,23.74
eqmarl,1712,24.6,3.261901286060018,23.849999999999998
eqmarl,1713,24.6,1.9078784028338913,24.0
eqmarl,1714,25.0,2.4083189157584592,24.05
eqmarl,1715,24.0,2.0,24.25
eqmarl,1716,24.2,1.7204650534085253,24.300000000000004
eqmarl,1717,23.5,2.4596747752497685,24.310000000000002
eqmarl,1718,24.5,3.138470965295043,24.250000000000004
eqmarl,1719,24.3,1.7916472867168916,24.250000000000004
eqmarl,1720,24.1,2.1656407827707715,24.330000000000002
eqmarl,1721,25.0,2.5298221281347035,24.38
eqmarl,1722,24.4,2.537715508089904,24.360000000000003
eqmarl,1723,25.2,3.218695387886217,24.42
eqmarl,1724,22.8,1.3266499161421597,24.200000000000003
eqmarl,1725,22.8,3.4871191548325386,24.080000000000002
eqmarl,1726,23.2,1.7204650534085253,23.980000000000004
eqmarl,1727,24.8,2.181742422927143,24.110000000000003
eqmarl,1728,25.7,3.606937759374287,24.23
eqmarl,1729,23.1,2.118962010041709,24.11
eqmarl,1730,22.9,3.269556544854363,23.99
eqmarl,1731,24.9,2.736786436680802,23.979999999999997
eqmarl,1732,24.2,2.6758176320519307,23.96
eqmarl,1733,24.0,2.04939015319192,23.840000000000003
eqmarl,1734,24.4,1.854723699099141,24.000000000000004
eqmarl,1735,23.7,1.8466185312619388,24.090000000000003
eqmarl,1736,23.2,3.026549190084312,24.090000000000003
eqmarl,1737,22.5,2.4186773244895647,23.860000000000003
eqmarl,1738,24.5,2.80178514522438,23.74
eqmarl,1739,23.7,2.4103941586387903,23.8
eqmarl,1740,25.3,1.9519221295943134,24.040000000000003
eqmarl,1741,24.7,2.3685438564654024,24.02
eqmarl,1742,24.5,2.0124611797498106,24.05
eqmarl,1743,24.8,2.891366458960192,24.130000000000003
eqmarl,1744,24.0,2.792848008753788,24.090000000000003
eqmarl,1745,23.7,2.5709920264364885,24.090000000000007
eqmarl,1746,24.7,2.2825424421026654,24.240000000000006
eqmarl,1747,23.7,1.6155494421403511,24.36
eqmarl,1748,24.5,2.0615528128088303,24.36
eqmarl,1749,23.3,2.1931712199461306,24.32
eqmarl,1750,24.2,2.315167380558045,24.21
eqmarl,1751,24.9,2.1656407827707715,24.230000000000004
eqmarl,1752,24.9,1.3,24.270000000000003
eqmarl,1753,24.6,2.65329983228432,24.25
eqmarl,1754,23.8,1.8330302779823358,24.23
eqmarl,1755,24.9,1.5132745950421558,24.35
eqmarl,1756,23.7,1.4177446878757824,24.250000000000004
eqmarl,1757,24.2,1.5999999999999999,24.300000000000004
eqmarl,1758,23.8,2.315167380558045,24.23
eqmarl,1759,24.8,2.2715633383201093,24.380000000000003
eqmarl,1760,23.3,2.451530134426253,24.29
eqmarl,1761,24.4,1.9595917942265422,24.240000000000006
eqmarl,1762,24.0,2.6832815729997477,24.150000000000006
eqmarl,1763,24.3,1.1874342087037917,24.120000000000005
eqmarl,1764,24.3,2.7946377224964243,24.17
eqmarl,1765,24.0,2.32379000772445,24.08
eqmarl,1766,23.0,2.6457513110645907,24.01
eqmarl,1767,24.0,2.449489742783178,23.990000000000002
eqmarl,1768,25.1,3.1128764832546763,24.12
eqmarl,1769,24.1,1.5779733838059502,24.050000000000004
eqmarl,1770,23.5,1.5652475842498528,24.070000000000004
eqmarl,1771,24.2,2.2271057451320084,24.050000000000004
eqmarl,1772,23.7,3.0675723300355937,24.020000000000007
eqmarl,1773,25.2,1.98997487421324,24.11
eqmarl,1774,26.4,2.6532998322843198,24.32
eqmarl,1775,25.0,2.32379000772445,24.42
eqmarl,1776,22.9,1.972308292331602,24.41
eqmarl,1777,23.3,2.1,24.339999999999996
eqmarl,1778,24.4,2.537715508089904,24.27
eqmarl,1779,23.8,1.9390719429665315,24.240000000000002
eqmarl,1780,23.6,2.4166091947189146,24.25
eqmarl,1781,24.1,2.0223748416156684,24.24
eqmarl,1782,25.0,2.04939015319192,24.369999999999997
eqmarl,1783,24.8,2.5612496949731396,24.330000000000002
eqmarl,1784,24.4,1.6852299546352718,24.130000000000003
eqmarl,1785,23.3,3.606937759374287,23.96
eqmarl,1786,24.4,2.1540659228538015,24.110000000000003
eqmarl,1787,24.3,2.491987158875423,24.210000000000004
eqmarl,1788,25.1,2.3,24.28
eqmarl,1789,24.7,3.132091952673165,24.37
eqmarl,1790,24.7,1.9000000000000001,24.48
eqmarl,1791,23.6,2.4979991993593593,24.429999999999996
eqmarl,1792,24.4,2.0591260281974,24.369999999999997
eqmarl,1793,24.5,2.1095023109728985,24.34
eqmarl,1794,23.7,1.1,24.270000000000003
eqmarl,1795,26.0,2.9664793948382653,24.540000000000006
eqmarl,1796,24.7,2.282542442102666,24.570000000000004
eqmarl,1797,24.5,2.5,24.590000000000003
eqmarl,1798,22.6,2.8,24.340000000000003
eqmarl,1799,24.1,2.3853720883753127,24.28
eqmarl,1800,23.4,3.3226495451672298,24.150000000000002
eqmarl,1801,25.2,2.181742422927143,24.310000000000002
eqmarl,1802,24.5,2.3345235059857505,24.319999999999997
eqmarl,1803,24.2,2.039607805437114,24.29
eqmarl,1804,24.5,2.9410882339705484,24.37
eqmarl,1805,24.7,1.8466185312619385,24.24
eqmarl,1806,23.9,1.813835714721706,24.16
eqmarl,1807,23.6,3.5832945734337835,24.07
eqmarl,1808,22.9,1.7000000000000002,24.099999999999998
eqmarl,1809,26.1,2.8442925306655784,24.299999999999997
eqmarl,1810,24.3,2.934280150224242,24.39
eqmarl,1811,25.6,3.3823069050575527,24.43
eqmarl,1812,24.6,1.9078784028338913,24.439999999999998
eqmarl,1813,24.8,3.249615361854384,24.500000000000004
eqmarl,1814,23.7,2.3685438564654024,24.42
eqmarl,1815,24.4,1.7435595774162698,24.390000000000004
eqmarl,1816,23.6,1.854723699099141,24.360000000000007
eqmarl,1817,24.5,3.0740852297878796,24.450000000000003
eqmarl,1818,22.8,1.3266499161421599,24.440000000000005
eqmarl,1819,24.0,1.7320508075688772,24.230000000000004
eqmarl,1820,25.0,2.8284271247461903,24.300000000000004
eqmarl,1821,23.2,1.7776388834631176,24.060000000000002
eqmarl,1822,22.8,2.481934729198171,23.880000000000003
eqmarl,1823,24.4,2.1540659228538015,23.840000000000007
eqmarl,1824,23.7,2.0999999999999996,23.840000000000003
eqmarl,1825,23.7,2.491987158875423,23.770000000000007
eqmarl,1826,25.5,1.8027756377319946,23.960000000000004
eqmarl,1827,23.3,1.676305461424021,23.840000000000003
eqmarl,1828,23.8,2.85657137141714,23.94
eqmarl,1829,24.1,2.7367864366808017,23.950000000000003
eqmarl,1830,24.5,1.91049731745428,23.900000000000002
eqmarl,1831,24.0,1.8973665961010275,23.980000000000004
eqmarl,1832,25.9,3.5623026261113755,24.290000000000003
eqmarl,1833,23.2,1.0770329614269007,24.170000000000005
eqmarl,1834,23.1,2.1656407827707715,24.11
eqmarl,1835,24.2,3.059411708155671,24.159999999999997
eqmarl,1836,22.6,2.3748684174075834,23.87
eqmarl,1837,24.7,3.001666203960727,24.01
eqmarl,1838,24.6,3.2924155266308657,24.090000000000003
eqmarl,1839,23.5,1.4317821063276353,24.03
eqmarl,1840,24.5,2.202271554554524,24.03
eqmarl,1841,24.3,1.4177446878757824,24.060000000000002
eqmarl,1842,24.4,2.8705400188814645,23.910000000000004
eqmarl,1843,24.6,1.7435595774162698,24.050000000000004
eqmarl,1844,24.9,2.0712315177207974,24.230000000000004
eqmarl,1845,23.0,1.8439088914585775,24.110000000000003
eqmarl,1846,25.7,2.4103941586387903,24.419999999999998
eqmarl,1847,23.3,3.4942810419312296,24.28
eqmarl,1848,24.6,1.562049935181331,24.28
eqmarl,1849,24.8,2.039607805437114,24.41
eqmarl,1850,24.0,1.8439088914585775,24.360000000000007
eqmarl,1851,25.4,2.457641145488901,24.47
eqmarl,1852,24.6,2.6532998322843198,24.490000000000002
eqmarl,1853,23.4,2.8705400188814645,24.37
eqmarl,1854,24.0,2.569046515733026,24.28
eqmarl,1855,22.9,1.9209372712298545,24.270000000000003
eqmarl,1856,23.9,3.6455452267116364,24.090000000000003
eqmarl,1857,26.3,2.238302928559939,24.390000000000004
eqmarl,1858,25.3,3.195309061734091,24.46
eqmarl,1859,25.5,2.9410882339705484,24.53
eqmarl,1860,23.6,1.3564659966250536,24.490000000000002
eqmarl,1861,24.1,2.5865034312755126,24.360000000000003
eqmarl,1862,23.6,2.537715508089904,24.26
eqmarl,1863,22.7,1.8466185312619388,24.19
eqmarl,1864,24.5,3.6124783736376886,24.24
eqmarl,1865,24.2,2.891366458960192,24.369999999999997
eqmarl,1866,25.4,3.555277766926235,24.519999999999996
eqmarl,1867,23.4,2.2449944320643644,24.23
eqmarl,1868,24.1,2.1656407827707715,24.11
eqmarl,1869,24.6,2.1540659228538015,24.020000000000003
eqmarl,1870,24.2,3.458323293158117,24.080000000000005
eqmarl,1871,24.7,2.3685438564654024,24.14
eqmarl,1872,24.9,1.1357816691600546,24.270000000000003
eqmarl,1873,24.5,1.91049731745428,24.45
eqmarl,1874,24.6,1.9595917942265426,24.460000000000004
eqmarl,1875,24.2,2.6758176320519307,24.46
eqmarl,1876,24.4,2.1540659228538015,24.360000000000003
eqmarl,1877,24.0,2.1908902300206643,24.42000000000001
eqmarl,1878,22.7,1.8466185312619388,24.280000000000005
eqmarl,1879,23.6,2.6532998322843198,24.180000000000003
eqmarl,1880,24.8,3.249615361854384,24.240000000000002
eqmarl,1881,23.4,2.4979991993593593,24.11
eqmarl,1882,25.0,2.1447610589527217,24.12
eqmarl,1883,24.1,2.3430749027719964,24.080000000000002
eqmarl,1884,24.5,1.857417562100671,24.07
eqmarl,1885,24.4,2.416609194718914,24.09
eqmarl,1886,24.1,3.7269290307168452,24.060000000000002
eqmarl,1887,23.8,2.749545416973504,24.040000000000003
eqmarl,1888,25.5,2.5,24.32
eqmarl,1889,23.8,2.3579652245103193,24.34
eqmarl,1890,25.1,2.071231517720798,24.37
eqmarl,1891,23.2,2.4413111231467406,24.35
eqmarl,1892,23.8,3.1240998703626617,24.230000000000004
eqmarl,1893,23.4,2.2,24.160000000000004
eqmarl,1894,23.8,2.2271057451320084,24.09
eqmarl,1895,25.9,2.256102834535695,24.240000000000002
eqmarl,1896,24.6,1.8547236990991407,24.29
eqmarl,1897,24.8,2.0880613017821097,24.390000000000004
eqmarl,1898,23.1,2.0223748416156684,24.150000000000002
eqmarl,1899,24.4,2.8,24.21
eqmarl,1900,23.9,1.5132745950421556,24.090000000000003
eqmarl,1901,25.1,1.8681541692269403,24.280000000000005
eqmarl,1902,24.6,1.685229954635272,24.360000000000007
eqmarl,1903,23.0,2.280350850198276,24.320000000000004
eqmarl,1904,24.4,1.7435595774162693,24.380000000000006
eqmarl,1905,24.1,2.50798724079689,24.200000000000003
eqmarl,1906,23.8,1.7776388834631176,24.12
eqmarl,1907,23.7,1.676305461424021,24.01
eqmarl,1908,25.1,1.22065556157337,24.210000000000004
eqmarl,1909,24.9,2.118962010041709,24.260000000000005
eqmarl,1910,25.4,3.261901286060018,24.410000000000004
eqmarl,1911,24.0,2.569046515733026,24.300000000000004
eqmarl,1912,23.3,2.2825424421026654,24.17
eqmarl,1913,25.2,3.026549190084311,24.389999999999997
eqmarl,1914,24.7,3.0347981810987035,24.419999999999998
eqmarl,1915,25.2,2.315167380558045,24.529999999999998
eqmarl,1916,24.4,2.009975124224178,24.59
eqmarl,1917,24.4,2.0591260281974,24.660000000000004
eqmarl,1918,24.7,1.9519221295943134,24.620000000000005
eqmarl,1919,23.9,2.736786436680802,24.520000000000003
eqmarl,1920,23.0,1.8973665961010275,24.28
eqmarl,1921,24.0,2.280350850198276,24.28
eqmarl,1922,23.7,2.1,24.320000000000004
eqmarl,1923,24.2,2.749545416973504,24.22
eqmarl,1924,23.7,2.002498439450079,24.12
eqmarl,1925,25.5,1.91049731745428,24.150000000000006
eqmarl,1926,24.3,2.5709920264364885,24.14
eqmarl,1927,24.0,2.6076809620810595,24.1
eqmarl,1928,24.9,2.3,24.120000000000005
eqmarl,1929,24.4,1.8547236990991407,24.170000000000005
eqmarl,1930,24.7,2.6476404589747453,24.34
eqmarl,1931,24.5,2.3345235059857505,24.39
eqmarl,1932,24.7,2.758622844826744,24.49
eqmarl,1933,25.9,2.211334438749598,24.659999999999997
eqmarl,1934,23.7,2.685144316419511,24.66
eqmarl,1935,23.8,2.315167380558045,24.49
eqmarl,1936,24.9,3.047950130825634,24.550000000000004
eqmarl,1937,23.4,1.2,24.49
eqmarl,1938,24.3,3.1,24.429999999999996
eqmarl,1939,23.1,2.844292530665579,24.3
eqmarl,1940,26.5,2.5787593916455256,24.479999999999997
eqmarl,1941,24.2,1.7776388834631176,24.450000000000003
eqmarl,1942,24.2,1.9390719429665317,24.400000000000006
eqmarl,1943,25.0,1.4142135623730951,24.310000000000002
eqmarl,1944,25.0,2.8635642126552705,24.440000000000005
eqmarl,1945,25.1,1.8681541692269406,24.570000000000004
eqmarl,1946,24.4,2.2,24.520000000000003
eqmarl,1947,25.2,2.3579652245103193,24.700000000000003
eqmarl,1948,25.1,2.1656407827707715,24.780000000000005
eqmarl,1949,23.9,2.8089143810376282,24.860000000000003
eqmarl,1950,23.4,2.457641145488901,24.55
eqmarl,1951,23.6,2.33238075793812,24.49
eqmarl,1952,22.3,2.051828452868319,24.299999999999997
eqmarl,1953,24.2,2.1354156504062622,24.22
eqmarl,1954,24.4,1.8000000000000003,24.16
eqmarl,1955,23.3,3.1,23.980000000000004
eqmarl,1956,24.1,2.467792535850613,23.950000000000006
eqmarl,1957,24.8,3.0265491900843116,23.910000000000004
eqmarl,1958,25.0,1.6733200530681511,23.9
eqmarl,1959,24.5,1.284523257866513,23.96
eqmarl,1960,25.5,2.3769728648009427,24.17
eqmarl,1961,23.8,2.6758176320519302,24.19
eqmarl,1962,24.0,2.4083189157584592,24.36
eqmarl,1963,24.7,1.4866068747318506,24.409999999999997
eqmarl,1964,23.7,2.6476404589747458,24.34
eqmarl,1965,24.6,1.42828568570857,24.470000000000002
eqmarl,1966,23.7,2.531797780234433,24.430000000000003
eqmarl,1967,23.9,3.3600595232822887,24.340000000000003
eqmarl,1968,24.7,2.5317977802344322,24.310000000000002
eqmarl,1969,23.3,3.465544690232691,24.190000000000005
eqmarl,1970,23.6,2.690724809414742,24.0
eqmarl,1971,24.2,2.749545416973504,24.04
eqmarl,1972,24.9,1.8681541692269406,24.130000000000003
eqmarl,1973,23.8,2.521904042583698,24.040000000000003
eqmarl,1974,24.8,2.2715633383201093,24.150000000000006
eqmarl,1975,23.9,2.981610303175115,24.080000000000002
eqmarl,1976,25.4,2.6532998322843198,24.25
eqmarl,1977,24.0,2.569046515733026,24.260000000000005
eqmarl,1978,23.8,3.8157568056677835,24.169999999999998
eqmarl,1979,24.3,2.72213151776324,24.27
eqmarl,1980,23.9,2.118962010041709,24.3
eqmarl,1981,22.6,2.2449944320643644,24.140000000000004
eqmarl,1982,23.0,2.6076809620810595,23.950000000000006
eqmarl,1983,23.6,3.4409301068170506,23.930000000000003
