network_seed,quantum_target_iteration,classical_target_iteration,quantum_target_steps,classical_target_steps,quantum_time_s,classical_time_s,speedup_classical_over_quantum,quantum_favorable,agents,entanglement_rate_hz,p_success,base_latency_s,distance_km,memory_t2_s,quantum_channel_capacity,quantum_environment_steps,quantum_training_iterations,quantum_simulated_wall_time_s,quantum_compute_time_s,quantum_entanglement_generation_time_s,quantum_quantum_transmission_time_s,quantum_classical_communication_time_s,quantum_classical_bytes_transmitted,quantum_qubits_transmitted,quantum_entangled_states_generated,quantum_entangled_pairs_generated,quantum_entangled_resources_successfully_used,quantum_failed_quantum_transmissions,quantum_retries,quantum_states_discarded_memory_expiration,quantum_quantum_link_busy_time_s,quantum_quantum_link_utilization,quantum_usable,classical_environment_steps,classical_training_iterations,classical_simulated_wall_time_s,classical_compute_time_s,classical_entanglement_generation_time_s,classical_quantum_transmission_time_s,classical_classical_communication_time_s,classical_classical_bytes_transmitted,classical_qubits_transmitted,classical_entangled_states_generated,classical_entangled_pairs_generated,classical_entangled_resources_successfully_used,classical_failed_quantum_transmissions,classical_retries,classical_states_discarded_memory_expiration,classical_quantum_link_busy_time_s,classical_quantum_link_utilization,classical_usable
101,482,1581,24150,79100,461.272106496,838.7080576,1.8182501083170808,True,2,10000,0.95,0.00025,10.0,1.0,8,24150,483,461.272106496,253.57500000000002,23.7306,33.8484,150.118106496,29463312,902616,237306,237306,193200,45318,44106,0,33.8484,0.0733805481045135,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,461.50218092800003,838.7080576,1.8173436491968575,True,2,10000,0.95,0.00025,10.0,1.0,8,24150,483,461.50218092800003,253.57500000000002,23.7594,33.888600000000004,150.279180928,29497616,903688,237594,237594,193200,45501,44394,0,33.888600000000004,0.07343107226894566,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,461.298239264,838.7080576,1.8181471035704715,True,2,10000,0.95,0.00025,10.0,1.0,8,24150,483,461.298239264,253.57500000000002,23.7327,33.8532,150.13733926400002,29467408,902744,237327,237327,193200,45246,44127,0,33.8532,0.07338679647685775,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,432.48747360000004,838.7080576,1.939265548245002,True,2,10000,1.0,0.00025,10.0,1.0,8,24150,483,432.48747360000004,253.57500000000002,19.32,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06700772107634057,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,432.48747360000004,838.7080576,1.939265548245002,True,2,10000,1.0,0.00025,10.0,1.0,8,24150,483,432.48747360000004,253.57500000000002,19.32,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06700772107634057,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,432.48747360000004,838.7080576,1.939265548245002,True,2,10000,1.0,0.00025,10.0,1.0,8,24150,483,432.48747360000004,253.57500000000002,19.32,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06700772107634057,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,1320.537779856,838.7080576,0.6351261360288064,False,2,100000,0.55,0.00025,10.0,1.0,8,24150,483,1320.537779856,253.57500000000002,21.09109,205.9944,839.8772898560001,176361232,5493176,2109109,2109109,193200,2472685,1915909,0,205.9944,0.15599281076415925,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,1326.2306245920001,838.7080576,0.6323998571952891,False,2,100000,0.55,0.00025,10.0,1.0,8,24150,483,1326.2306245920001,253.57500000000002,21.20653,207.1083,844.3407945920001,177311824,5522882,2120653,2120653,193200,2486506,1927453,0,207.1083,0.15616311081921708,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,1320.706446672,838.7080576,0.6350450243605835,False,2,100000,0.55,0.00025,10.0,1.0,8,24150,483,1320.706446672,253.57500000000002,21.09333,206.02770000000004,840.010416672,176389584,5494062,2109333,2109333,193200,2472089,1916133,0,206.02770000000004,0.15599810277231682,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,725.9689835840002,838.7080576,1.1552946152870387,True,2,100000,0.7,0.00025,10.0,1.0,8,24150,483,725.9689835840002,253.57500000000002,8.04258,89.84880000000001,374.50260358400004,77250448,2395964,804258,804258,193200,719181,611058,0,89.84880000000001,0.12376396517166606,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,728.0123586880002,838.7080576,1.1520519502052025,True,2,100000,0.7,0.00025,10.0,1.0,8,24150,483,728.0123586880002,253.57500000000002,8.07982,90.24960000000002,376.10793868800005,77592336,2406648,807982,807982,193200,722988,614782,0,90.24960000000002,0.12396712627604957,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,726.061338,838.7080576,1.1551476627447144,True,2,100000,0.7,0.00025,10.0,1.0,8,24150,483,726.061338,253.57500000000002,8.04361,89.86710000000001,374.57562800000005,77266000,2396450,804361,804361,193200,718858,611161,0,89.86710000000001,0.12377342697732242,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,511.104911024,838.7080576,1.640970453443005,True,2,100000,0.85,0.00025,10.0,1.0,8,24150,483,511.104911024,253.57500000000002,3.70165,47.801700000000004,206.026561024,41370128,1274704,370165,370165,193200,191438,176965,0,47.801700000000004,0.09352619974679792,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,511.786755968,838.7080576,1.6387842159253552,True,2,100000,0.85,0.00025,10.0,1.0,8,24150,483,511.786755968,253.57500000000002,3.71268,47.935500000000005,206.563575968,41484496,1278278,371268,371268,193200,192388,178068,0,47.935500000000005,0.09366303336500802,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,511.15345656000005,838.7080576,1.640814606330557,True,2,100000,0.85,0.00025,10.0,1.0,8,24150,483,511.15345656000005,253.57500000000002,3.70213,47.8113,206.06502656000004,41378320,1274960,370213,370213,193200,191310,177013,0,47.8113,0.09353609837985676,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,439.914566496,838.7080576,1.906524860680252,True,2,100000,0.95,0.00025,10.0,1.0,8,24150,483,439.914566496,253.57500000000002,2.37306,33.8484,150.118106496,29463312,902616,237306,237306,193200,45318,44106,0,33.8484,0.07694312163747768,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,440.118720928,838.7080576,1.9056404958906668,True,2,100000,0.95,0.00025,10.0,1.0,8,24150,483,440.118720928,253.57500000000002,2.37594,33.888600000000004,150.279180928,29497616,903688,237594,237594,193200,45501,44394,0,33.888600000000004,0.07699876962412584,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,439.93880926400004,838.7080576,1.9064198018881873,True,2,100000,0.95,0.00025,10.0,1.0,8,24150,483,439.93880926400004,253.57500000000002,2.37327,33.8532,150.13733926400002,29467408,902744,237327,237327,193200,45246,44127,0,33.8532,0.07694979230551413,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
101,482,1581,24150,79100,415.0994736,838.7080576,2.0204989669733946,True,2,100000,1.0,0.00025,10.0,1.0,8,24150,483,415.0994736,253.57500000000002,1.932,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06981459106336001,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
202,482,1581,24150,79100,415.0994736,838.7080576,2.0204989669733946,True,2,100000,1.0,0.00025,10.0,1.0,8,24150,483,415.0994736,253.57500000000002,1.932,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06981459106336001,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
303,482,1581,24150,79100,415.0994736,838.7080576,2.0204989669733946,True,2,100000,1.0,0.00025,10.0,1.0,8,24150,483,415.0994736,253.57500000000002,1.932,28.980000000000004,130.61247360000002,25309200,772800,193200,193200,193200,0,0,0,28.980000000000004,0.06981459106336001,True,79100,1582,838.7080576,791.0,0.0,0.0,47.7080576,31007200,0,0,0,0,0,0,0,0.0,0.0,True
